# N ds quality
100 1.481400 1.0000
100 1.447000 1.0000
100 1.447000 1.0000
102 1.554700 1.0000
103 1.516200 1.0000
104 1.461600 1.0000
104 1.478100 1.0000
104 1.478100 1.0000
104 1.478100 1.0000
105 2.886000 1.0000
105 2.886000 1.0000
105 2.886000 1.0000
106 1.765400 1.0000
107 1.728400 1.0000
107 1.728400 1.0000
107 1.728400 1.0000
109 1.685400 1.0000
109 1.342200 1.0000
110 1.354700 1.0000
114 1.371600 1.0000
114 1.448200 1.0000
114 1.371600 1.0000
114 1.371600 1.0000
118 2.994400 1.0000
118 1.547700 1.0000
118 1.547700 1.0000
118 2.994400 1.0000
118 1.547700 1.0000
118 2.994400 1.0000
118 1.715600 1.0000
120 2.196500 1.0000
120 1.823400 1.0000
120 2.196500 1.0000
120 2.196500 1.0000
121 1.855600 1.0000
122 1.625000 1.0000
122 1.678900 1.0000
123 1.482800 1.0000
123 1.579200 1.0000
124 3.254200 1.0000
124 3.254200 1.0000
124 3.254200 1.0000
126 1.443100 1.0000
127 1.626000 1.0000
128 1.633900 1.0000
130 1.360900 1.0000
131 1.503600 0.2060
134 1.295500 0.2280
134 1.295500 0.2280
134 1.295500 0.2280
136 1.821900 0.4520
136 1.821900 0.4720
136 1.821900 0.4720
137 1.711200 0.4720
139 1.546300 0.2200
142 1.616800 0.3720
144 1.699300 0.3720
144 1.699300 0.3720
144 1.699300 0.7700
144 1.918200 1.0000
144 1.918200 1.0000
144 1.949900 1.0000
144 1.949900 1.0000
144 1.949900 1.0000
144 1.918200 1.0000
146 1.777800 1.0000
147 1.595300 1.0000
148 1.680300 0.2400
149 1.868000 0.2400
153 1.437500 0.2400
155 1.638700 0.2140
158 1.573700 0.2140
158 1.573700 0.2140
158 1.573700 0.2480
158 1.541800 0.2480
159 1.441300 0.2480
161 1.696000 0.2880
161 1.696000 0.2880
161 1.696000 0.2880
164 1.623200 0.2080
164 1.877000 0.4120
164 1.623200 0.4120
164 1.623200 0.4120
166 1.810300 0.2100
170 1.590900 0.2100
171 1.712300 0.2100
182 1.678100 0.2460
182 1.870400 0.4900
182 1.870400 0.4900
182 1.870400 0.4900
184 1.741200 0.2880
184 1.741200 0.2880
184 1.741200 0.2880
184 1.635000 0.4060
185 1.467500 0.4060
186 1.628100 0.4060
186 1.628100 0.3160
186 1.628100 0.3640
187 1.755100 0.3640
190 1.230200 0.3640
190 1.230200 0.2680
190 1.230200 0.2680
198 1.680800 0.2680
198 1.680800 0.3160
198 1.680800 0.3160
200 2.405500 0.3160
200 2.468700 0.2360
200 2.405500 0.2360
200 2.405500 0.2360
203 1.868100 1.0000
203 1.868100 1.0000
203 1.868100 1.0000
204 1.794800 0.7400
206 1.915900 0.2880
206 1.915900 0.2880
206 1.915900 0.2880
216 2.070900 0.3800
222 1.598700 0.3800
223 1.945600 0.3800
226 1.668200 0.2080
227 1.916400 0.2080
236 1.722500 0.2080
236 1.722500 1.0000
236 1.722500 0.6240
237 1.859800 0.6240
239 1.813600 0.6240
245 2.255100 0.5860
245 2.255100 0.5860
245 2.255100 0.5860
246 1.758700 0.2400
246 1.758700 0.3960
246 1.758700 0.3960
246 1.758700 0.3960
253 1.819600 0.8380
253 1.819600 0.8380
253 1.819600 0.8380
254 1.997800 0.2360
254 1.997800 0.2360
254 1.997800 0.2360
255 1.763700 1.0000
255 1.763700 1.0000
255 1.763700 1.0000
257 1.813400 1.0000
258 1.828600 1.0000
265 1.674100 1.0000
271 1.807400 1.0000
293 2.082400 1.0000
293 2.082400 1.0000
293 2.082400 0.2440
302 1.928400 0.2720
312 3.088500 0.2720
312 3.088500 0.2720
312 3.088500 0.5080
324 1.834500 0.5080
330 1.937100 0.5080
344 1.954100 0.2180
352 2.006500 0.3220
356 2.066800 0.3220
360 1.956200 0.3220
369 1.983500 0.2360
370 1.927700 0.4920
373 2.021800 0.4920
385 1.960700 0.4920
397 2.109500 0.6600
419 1.437400 0.3740
419 1.437400 0.3280
419 1.437400 0.3280
421 1.984000 0.3280
445 1.930500 0.5060
450 1.978100 0.5060
454 2.087800 0.5060
454 2.087800 0.4080
454 2.087800 0.5100
