# N best_model best_r2 params
5000 Quadratic 0.3361 [ 6.28149410e+00 -4.36418984e-03]
5970 Quadratic 0.4345 [ 6.29594499 -0.00807505]
11888 Quadratic 0.4189 [ 6.30798414 -0.01244355]
11924 Quadratic 0.6129 [ 6.29570029e+00 -5.34940535e-03]
23785 Quadratic 0.5857 [ 6.38250691 -0.00790001]
59517 Quadratic 0.6661 [ 6.36384905 -0.00780156]
100913 Quadratic 0.4961 [ 6.28270457e+00 -4.07594405e-03]
100913 Quadratic -0.1152 [ 6.35298164e+00 -8.44087523e-04]
