# N 3D Cubic Lattice Regular Tree Hyperbolic-like Radial Synthetic
5000 32159.1885 30338.7372 30330.5067 32237.1853 
5914 4340.2371 2858.5911 2642.5732 3017.1339 
5995 4328.4601 2578.6915 2401.5574 3027.2185 
11898 6773.6981 4930.2403 4804.9944 6140.8476 
11924 6602.2680 4653.9022 4500.2855 5962.5956 
23744 12883.7338 11147.7720 11080.1028 12676.7151 
23803 13001.6919 11275.1748 11203.2882 12798.9154 
100913 55413.6333 53528.5425 53537.6840 55578.5639 
